amt-buy,amt-sell,average-buy,average-sell,cumulative-amt-buy,cumulative-vol-buy,cumulative_amt-sell,cumulative_vol-sell,last_traded_time,ltp,price-buy,price-sell,sequence-buy,sequence-sell,vol-buy,vol-sell,vol_traded_today
46128533.65,0,4147,4150,242337213.15,58423,25971849.7,6257,11-45-13,4144.15,4144,0,6,6,11131,0,937153
16576.0,0,4147,4150,242353789.15,58427,25971849.7,6257,11-45-14,4144.0,4144,0,6,6,4,0,937157
0,8289.1,4147,4150,25980138.8,6259,242353789.15,58427,11-45-15,4144.55,0,4144,6,6,0,2,937159
0,8290.0,4147,4150,25988428.8,6261,242353789.15,58427,11-45-15,4145.0,0,4145,6,6,0,2,937161
0,323310.0,4147,4150,26311738.8,6339,242353789.15,58427,11-45-17,4145.0,0,4145,6,6,0,78,937239
4103550.0,0,4147,4150,246457339.15,59417,26311738.8,6339,11-45-23,4145.0,4145,0,6,6,990,0,938229
2913513.1999999997,0,4147,4150,249370852.35,60120,26311738.8,6339,11-45-25,4144.4,4144,0,6,6,703,0,938932
0,49738.200000000004,0,4144,49738.200000000004,12,0.0,0,11-45-42,4144.85,0,4144,1,1,0,12,939439
0,91186.70000000001,0,4144,140924.90000000002,34,0.0,0,11-45-46,4144.85,0,4144,1,1,0,22,939461
0,1289048.35,0,4144,1429973.25,345,0.0,0,11-45-49,4144.85,0,4144,1,1,0,311,939772
0,87041.85,0,4144,1517015.1,366,0.0,0,11-45-50,4144.85,0,4144,1,1,0,21,939793
0,78753.09999999999,0,4144,1595768.2000000002,385,0.0,0,11-45-54,4144.9,0,4144,1,1,0,19,939812
0,53883.7,0,4144,1649651.9000000001,398,0.0,0,11-45-55,4144.9,0,4144,1,1,0,13,939825
940915.0,0,4145,4144,940915.0,227,1649651.9000000001,398,11-45-58,4145.0,4145,0,1,1,227,0,940052
290150.0,0,4145,4144,1231065.0,297,1649651.9000000001,398,11-45-59,4145.0,4145,0,1,1,70,0,940122
2951168.8,0,4144,4144,4182233.8,1009,1649651.9000000001,398,11-46-01,4144.9,4144,0,2,1,712,0,940834
0,1554375.0,4144,4144,3204026.9000000004,773,4182233.8,1009,11-46-07,4145.0,0,4145,2,1,0,375,941209
878740.0,0,4144,4144,5060973.8,1221,3204026.9000000004,773,11-46-08,4145.0,4145,0,2,1,212,0,941421
7111790.399999999,0,4144,4144,12172764.2,2937,3204026.9000000004,773,11-46-09,4144.4,4144,0,2,1,1716,0,943137
128471.75,0,4144,4144,12301235.95,2968,3204026.9000000004,773,11-46-10,4144.25,4144,0,2,1,31,0,943168
41446.0,0,4144,4144,12342681.95,2978,3204026.9000000004,773,11-46-11,4144.6,4144,0,2,1,10,0,943178
41448.5,0,4144,4144,12384130.45,2988,3204026.9000000004,773,11-46-11,4144.85,4144,0,2,1,10,0,943188
24867.600000000002,0,4144,4144,12408998.049999999,2994,3204026.9000000004,773,11-46-12,4144.6,4144,0,2,1,6,0,943194
721230.0,0,4144,4144,13130228.049999999,3168,3204026.9000000004,773,11-46-14,4145.0,4145,0,2,1,174,0,943368
252845.0,0,4144,4144,13383073.049999999,3229,3204026.9000000004,773,11-46-15,4145.0,4145,0,2,1,61,0,943429
1504580.55,0,4144,4144,14887653.6,3592,3204026.9000000004,773,11-46-20,4144.85,4144,0,2,1,363,0,943792
1591526.4000000001,0,4144,4144,16479180.0,3976,3204026.9000000004,773,11-46-21,4144.6,4144,0,2,1,384,0,944176
62169.00000000001,0,4144,4144,16541349.0,3991,3204026.9000000004,773,11-46-22,4144.6,4144,0,2,1,15,0,944191
0,16579.4,4144,4144,3220606.3000000003,777,16541349.0,3991,11-46-24,4144.85,0,4144,2,1,0,4,944195
418604.60000000003,0,4144,4144,16959953.6,4092,3220606.3000000003,777,11-46-26,4144.6,4144,0,2,1,101,0,944296
0,547080.6,4144,4144,3767686.9000000004,909,16959953.6,4092,11-46-30,4144.55,0,4144,2,1,0,132,944428
0,1086042.4,4144,4144,4853729.300000001,1171,16959953.6,4092,11-46-32,4145.2,0,4145,2,1,0,262,944690
0,327443.15,4144,4144,5181172.450000001,1250,16959953.6,4092,11-46-35,4144.85,0,4144,2,1,0,79,944769
190644.69999999998,0,4144,4144,17150598.3,4138,5181172.450000001,1250,11-46-36,4144.45,4144,0,2,1,46,0,944815
348146.4,0,4144,4144,17498744.7,4222,5181172.450000001,1250,11-46-37,4144.6,4144,0,2,1,84,0,944899
696292.8,0,4144,4144,18195037.5,4390,5181172.450000001,1250,11-46-38,4144.6,4144,0,2,1,168,0,945067
87037.65,0,4144,4144,18282075.15,4411,5181172.450000001,1250,11-46-39,4144.65,4144,0,2,1,21,0,945088
8289.4,0,4144,4144,18290364.549999997,4413,5181172.450000001,1250,11-46-40,4144.7,4144,0,2,1,2,0,945090
41447.0,0,4144,4144,18331811.549999997,4423,5181172.450000001,1250,11-46-41,4144.7,4144,0,2,1,10,0,945100
8289.4,0,4144,4144,18340100.949999996,4425,5181172.450000001,1250,11-46-41,4144.7,4144,0,2,1,2,0,945102
0,107768.7,4144,4144,5288941.150000001,1276,18340100.949999996,4425,11-46-44,4144.95,0,4144,2,1,0,26,945128
62170.5,0,4144,4144,18402271.449999996,4440,5288941.150000001,1276,11-46-45,4144.7,4144,0,2,1,15,0,945143
526421.35,0,4144,4144,18928692.799999997,4567,5288941.150000001,1276,11-46-47,4145.05,4145,0,2,1,127,0,945270
1276675.4000000001,0,4144,4144,20205368.199999996,4875,5288941.150000001,1276,11-46-49,4145.05,4145,0,2,1,308,0,945578
136786.65,0,4144,4144,20342154.849999994,4908,5288941.150000001,1276,11-46-49,4145.05,4145,0,2,1,33,0,945611
1662124.95,0,4144,4144,22004279.799999993,5309,5288941.150000001,1276,11-46-54,4144.95,4144,0,2,1,401,0,946012
360610.64999999997,0,4144,4144,22364890.44999999,5396,5288941.150000001,1276,11-46-59,4144.95,4144,0,2,1,87,0,946099
0,91213.1,4144,4144,5380154.250000001,1298,22364890.44999999,5396,11-47-01,4146.05,0,4146,2,1,0,22,946121
0,908017.7999999999,4144,4145,6288172.050000001,1517,22364890.44999999,5396,11-47-02,4146.2,0,4146,2,2,0,219,946340
1459198.4,0,4144,4145,23824088.84999999,5748,6288172.050000001,1517,11-47-06,4145.45,4145,0,2,2,352,0,946692
37314.450000000004,0,4144,4145,23861403.29999999,5757,6288172.050000001,1517,11-47-06,4146.05,4146,0,2,2,9,0,946701
248742.0,0,4144,4145,24110145.29999999,5817,6288172.050000001,1517,11-47-09,4145.7,4145,0,2,2,60,0,946761
111944.70000000001,0,4144,4145,24222089.99999999,5844,6288172.050000001,1517,11-47-10,4146.1,4146,0,2,2,27,0,946788
870607.5,0,4144,4145,25092697.49999999,6054,6288172.050000001,1517,11-47-11,4145.75,4145,0,2,2,210,0,946998
62190.75,0,4144,4145,25154888.24999999,6069,6288172.050000001,1517,11-47-13,4146.05,4146,0,2,2,15,0,947013
12437.25,0,4144,4145,25167325.49999999,6072,6288172.050000001,1517,11-47-14,4145.75,4145,0,2,2,3,0,947016
53894.1,0,4144,4145,25221219.59999999,6085,6288172.050000001,1517,11-47-15,4145.7,4145,0,2,2,13,0,947029
0,1053363.4000000001,4144,4145,7341535.450000001,1771,25221219.59999999,6085,11-47-19,4147.1,0,4147,2,2,0,254,947283
568132.15,0,4144,4145,25789351.74999999,6222,7341535.450000001,1771,11-47-20,4146.95,4146,0,2,2,137,0,947420
0,120263.0,4144,4145,7461798.450000001,1800,25789351.74999999,6222,11-47-21,4147.0,0,4147,2,2,0,29,947449
0,49774.799999999996,4144,4145,7511573.250000001,1812,25789351.74999999,6222,11-47-23,4147.9,0,4147,2,2,0,12,947461
49766.399999999994,0,4144,4145,25839118.149999987,6234,7511573.250000001,1812,11-47-25,4147.2,4147,0,2,2,12,0,947473
4147.2,0,4144,4145,25843265.349999987,6235,7511573.250000001,1812,11-47-26,4147.2,4147,0,2,2,1,0,947474
20739.5,0,4144,4145,25864004.849999987,6240,7511573.250000001,1812,11-47-27,4147.9,4147,0,2,2,5,0,947479
0,427285.19999999995,4144,4145,7938858.450000001,1915,25864004.849999987,6240,11-47-30,4148.4,0,4148,2,2,0,103,947582
609638.4,0,4144,4145,26473643.249999985,6387,7938858.450000001,1915,11-47-31,4147.2,4147,0,2,2,147,0,947729
0,1559347.2,4144,4145,9498205.65,2291,26473643.249999985,6387,11-47-37,4147.2,0,4147,2,2,0,376,948105
0,4147.0,4144,4145,9502352.65,2292,26473643.249999985,6387,11-47-38,4147.0,0,4147,2,2,0,1,948106
0,103673.75,4144,4145,9606026.4,2317,26473643.249999985,6387,11-47-39,4146.95,0,4146,2,2,0,25,948131
0,170024.94999999998,4144,4145,9776051.35,2358,26473643.249999985,6387,11-47-40,4146.95,0,4146,2,2,0,41,948172
0,29028.649999999998,4144,4145,9805080.0,2365,26473643.249999985,6387,11-47-41,4146.95,0,4146,2,2,0,7,948179
1774381.0,0,4144,4145,28248024.249999985,6815,9805080.0,2365,11-47-46,4145.75,4145,0,2,2,428,0,948607
165830.0,0,4144,4145,28413854.249999985,6855,9805080.0,2365,11-47-47,4145.75,4145,0,2,2,40,0,948647
0,368967.3,4144,4145,10174047.3,2454,28413854.249999985,6855,11-47-51,4145.7,0,4145,2,2,0,89,948736
0,53890.85,4144,4145,10227938.15,2467,28413854.249999985,6855,11-47-51,4145.45,0,4145,2,2,0,13,948749
0,1111436.2,4144,4146,11339374.35,2735,28413854.249999985,6855,11-47-57,4147.15,0,4147,2,3,0,268,949017
0,480941.80000000005,4144,4146,11820316.15,2851,28413854.249999985,6855,11-47-58,4146.05,0,4146,2,3,0,116,949133
58039.09999999999,0,4144,4146,28471893.349999987,6869,11820316.15,2851,11-48-00,4145.65,4145,0,2,3,14,0,949147
1392938.4,0,4145,4146,29864831.749999985,7205,11820316.15,2851,11-48-10,4145.65,4145,0,3,3,336,0,949483
62181.75,0,4145,4146,29927013.499999985,7220,11820316.15,2851,11-48-11,4145.45,4145,0,3,3,15,0,949498
99498.0,0,4145,4146,30026511.499999985,7244,11820316.15,2851,11-48-12,4145.75,4145,0,3,3,24,0,949522
248751.00000000003,0,4145,4146,30275262.499999985,7304,11820316.15,2851,11-48-15,4145.85,4145,0,3,3,60,0,949582
8291.7,0,4145,4146,30283554.199999984,7306,11820316.15,2851,11-48-15,4145.85,4145,0,3,3,2,0,949584
472626.9,0,4145,4146,30756181.099999983,7420,11820316.15,2851,11-48-18,4145.85,4145,0,3,3,114,0,949698
3668856.0000000005,0,4145,4146,34425037.09999999,8305,11820316.15,2851,11-48-20,4145.6,4145,0,3,3,885,0,950583
0,319165.0,4145,4145,12139481.15,2928,34425037.09999999,8305,11-48-21,4145.0,0,4145,3,4,0,77,950660
62175.0,0,4145,4145,34487212.09999999,8320,12139481.15,2928,11-48-22,4145.0,4145,0,3,4,15,0,950675
0,16582.2,4145,4145,12156063.35,2932,34487212.09999999,8320,11-48-24,4145.55,0,4145,3,4,0,4,950679
542995.0,0,4145,4145,35030207.09999999,8451,12156063.35,2932,11-48-25,4145.0,4145,0,3,4,131,0,950810
33160.0,0,4145,4145,35063367.09999999,8459,12156063.35,2932,11-48-26,4145.0,4145,0,3,4,8,0,950818
0,771239.7,4145,4146,12927303.049999999,3118,35063367.09999999,8459,11-48-28,4146.45,0,4146,3,5,0,186,951004
74624.40000000001,0,4145,4146,35137991.499999985,8477,12927303.049999999,3118,11-48-28,4145.8,4145,0,3,5,18,0,951022
344147.05000000005,0,4145,4146,35482138.54999998,8560,12927303.049999999,3118,11-48-30,4146.35,4146,0,3,5,83,0,951105
49756.200000000004,0,4145,4146,35531894.749999985,8572,12927303.049999999,3118,11-48-31,4146.35,4146,0,3,5,12,0,951117
157548.0,0,4145,4146,35689442.749999985,8610,12927303.049999999,3118,11-48-34,4146.0,4146,0,3,5,38,0,951155
0,78793.0,4145,4146,13006096.049999999,3137,35689442.749999985,8610,11-48-36,4147.0,0,4147,3,5,0,19,951174
24876.0,0,4145,4146,35714318.749999985,8616,13006096.049999999,3137,11-48-40,4146.0,4146,0,3,5,6,0,951180
493374.0,0,4145,4146,36207692.749999985,8735,13006096.049999999,3137,11-48-42,4146.0,4146,0,3,5,119,0,951299
58044.0,0,4145,4146,36265736.749999985,8749,13006096.049999999,3137,11-48-43,4146.0,4146,0,3,5,14,0,951313
20730.0,0,4145,4146,36286466.749999985,8754,13006096.049999999,3137,11-48-45,4146.0,4146,0,3,5,5,0,951318
4146.05,0,4145,4146,36290612.79999998,8755,13006096.049999999,3137,11-48-45,4146.05,4146,0,3,5,1,0,951319
352410.0,0,4145,4146,36643022.79999998,8840,13006096.049999999,3137,11-48-48,4146.0,4146,0,3,5,85,0,951404
16584.2,0,4145,4146,36659606.999999985,8844,13006096.049999999,3137,11-48-49,4146.05,4146,0,3,5,4,0,951408
4146.0,0,4145,4146,36663752.999999985,8845,13006096.049999999,3137,11-48-50,4146.0,4146,0,3,5,1,0,951409
20684501.099999998,0,4144,4146,57348254.09999998,13838,13006096.049999999,3137,11-48-53,4142.7,4142,0,4,5,4993,0,956402
0,169850.69999999998,4144,4145,13175946.749999998,3178,57348254.09999998,13838,11-48-55,4142.7,0,4142,4,6,0,41,956443
1524384.8,0,4144,4145,58872638.899999976,14206,13175946.749999998,3178,11-48-57,4142.35,4142,0,4,6,368,0,956811
0,1694159.7999999998,4144,4145,14870106.549999997,3587,58872638.899999976,14206,11-48-59,4142.2,0,4142,4,6,0,409,957220
0,376922.0,4144,4145,15247028.549999997,3678,58872638.899999976,14206,11-49-01,4142.0,0,4142,4,6,0,91,957311
671004.0,0,4144,4145,59543642.899999976,14368,15247028.549999997,3678,11-49-03,4142.0,4142,0,4,6,162,0,957473
0,3773544.1999999997,4144,4144,19020572.749999996,4589,59543642.899999976,14368,11-49-06,4142.2,0,4142,4,7,0,911,958384
2489672.5500000003,0,4144,4144,62033315.44999997,14969,19020572.749999996,4589,11-49-08,4142.55,4142,0,4,7,601,0,958985
28995.75,0,4144,4144,62062311.19999997,14976,19020572.749999996,4589,11-49-10,4142.25,4142,0,4,7,7,0,958992
49707.0,0,4144,4144,62112018.19999997,14988,19020572.749999996,4589,11-49-11,4142.25,4142,0,4,7,12,0,959004
136704.15,0,4144,4144,62248722.34999997,15021,19020572.749999996,4589,11-49-12,4142.55,4142,0,4,7,33,0,959037
24855.899999999998,0,4144,4144,62273578.24999997,15027,19020572.749999996,4589,11-49-13,4142.65,4142,0,4,7,6,0,959043
381123.8,0,4144,4144,62654702.04999997,15119,19020572.749999996,4589,11-49-16,4142.65,4142,0,4,7,92,0,959135
0,281795.4,4144,4144,19302368.149999995,4657,62654702.04999997,15119,11-49-17,4144.05,0,4144,4,7,0,68,959203
58005.5,0,4144,4144,62712707.54999997,15133,19302368.149999995,4657,11-49-18,4143.25,4143,0,4,7,14,0,959217
20716.25,0,4144,4144,62733423.79999997,15138,19302368.149999995,4657,11-49-19,4143.25,4143,0,4,7,5,0,959222
0,74591.09999999999,4144,4144,19376959.249999996,4675,62733423.79999997,15138,11-49-22,4143.95,0,4143,4,7,0,18,959240
1404680.4000000001,0,4144,4144,64138104.199999966,15477,19376959.249999996,4675,11-49-34,4143.6,4143,0,4,7,339,0,959579
393646.74999999994,0,4144,4144,64531750.949999966,15572,19376959.249999996,4675,11-49-40,4143.65,4143,0,4,7,95,0,959674
0,211364.4,4144,4144,19588323.649999995,4726,64531750.949999966,15572,11-49-43,4144.4,0,4144,4,7,0,51,959725
0,4144.9,4144,4144,19592468.549999993,4727,64531750.949999966,15572,11-49-44,4144.9,0,4144,4,7,0,1,959726
0,66315.2,4144,4144,19658783.749999993,4743,64531750.949999966,15572,11-49-47,4144.7,0,4144,4,7,0,16,959742
0,414470.0,4144,4144,20073253.749999993,4843,64531750.949999966,15572,11-49-48,4144.7,0,4144,4,7,0,100,959842
0,12433.5,4144,4144,20085687.249999993,4846,64531750.949999966,15572,11-49-50,4144.5,0,4144,4,7,0,3,959845
49734.0,0,4144,4144,64581484.949999966,15584,20085687.249999993,4846,11-49-52,4144.5,4144,0,4,7,12,0,959857
124333.5,0,4144,4144,64705818.449999966,15614,20085687.249999993,4846,11-49-55,4144.45,4144,0,4,7,30,0,959887
8288.9,0,4144,4144,64714107.349999964,15616,20085687.249999993,4846,11-49-55,4144.45,4144,0,4,7,2,0,959889
617545.4,0,4144,4144,65331652.74999996,15765,20085687.249999993,4846,11-50-00,4144.6,4144,0,4,7,149,0,960038
609226.7999999999,0,4144,4144,65940879.54999996,15912,20085687.249999993,4846,11-50-04,4144.4,4144,0,4,7,147,0,960185
0,837219.2999999999,4144,4144,20922906.549999993,5048,65940879.54999996,15912,11-50-06,4144.65,0,4144,4,7,0,202,960387
0,522263.69999999995,4144,4144,21445170.249999993,5174,65940879.54999996,15912,11-50-07,4144.95,0,4144,4,7,0,126,960513
0,45595.0,4144,4144,21490765.249999993,5185,65940879.54999996,15912,11-50-09,4145.0,0,4145,4,7,0,11,960524
0,37305.0,4144,4144,21528070.249999993,5194,65940879.54999996,15912,11-50-12,4145.0,0,4145,4,7,0,9,960533
0,2072500.0,4144,4144,23600570.249999993,5694,65940879.54999996,15912,11-50-15,4145.0,0,4145,4,7,0,500,961033
